TimeGenerated,EventType,MessageId,Campaign,SenderDisplayName,SenderAddress,ReturnPath,RecipientAddress,Subject,SenderIP,SPFResult,DKIMResult,DMARCResult,DeliveryAction,Url,ClickIP,CredentialsSubmitted
2026-08-25T08:01:59Z,Delivery,<A-0034@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,rhys.owen@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:03:17Z,Delivery,<A-0001@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,adam.clark@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Quarantined,,,
2026-08-25T08:04:10Z,Delivery,<A-0024@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,lena.voss@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:04:36Z,Delivery,<A-0015@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,freya.lynn@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:04:38Z,Delivery,<A-0007@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,cole.burke@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:05:05Z,Delivery,<A-0012@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,ethan.wells@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:05:06Z,Delivery,<A-0005@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,arjun.mehta@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:07:24Z,Delivery,<A-0033@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,priya.nair@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:07:34Z,Delivery,<A-0010@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,dina.said@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:10:14Z,Delivery,<A-0036@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,ryan.boyd@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:10:46Z,Delivery,<A-0031@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,olivia.kaur@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:13:10Z,Delivery,<A-0030@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,noah.bishop@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:13:39Z,Delivery,<A-0014@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,finn.gale@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:13:44Z,Delivery,<A-0035@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,ruth.dean@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Quarantined,,,
2026-08-25T08:13:53Z,Delivery,<A-0023@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,leah.stone@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:14:14Z,Delivery,<A-0018@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,isla.grant@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Quarantined,,,
2026-08-25T08:14:41Z,Delivery,<A-0028@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,mira.shah@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Quarantined,,,
2026-08-25T08:17:21Z,Delivery,<A-0003@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,amelia.frost@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:17:49Z,Delivery,<A-0038@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,sofia.marino@cloudora.io,Payroll update: action required before 5pm,198.18.44.10,fail,fail,fail,Delivered,,,
2026-08-25T08:31:14Z,Delivery,<A-0039@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,tara.kemp@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:35:55Z,Delivery,<B-0057@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,rhys.owen@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:36:24Z,Delivery,<B-0061@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,ryan.boyd@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:37:10Z,Delivery,<A-0032@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,omar.farah@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:37:48Z,Delivery,<B-0056@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,omar.farah@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:38:29Z,Delivery,<A-0022@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,kian.patel@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:39:03Z,Click,<A-0037@mail.cloudora-hr-portal.example>,PayrollPhish-A,,,,seth.lane@cloudora.io,,,,,,,https://cloudora-hr-portal.example/payroll/login,192.0.2.32,No
2026-08-25T08:39:05Z,Delivery,<A-0019@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,james.holt@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:39:09Z,Delivery,<B-0058@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,sofia.marino@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:40:53Z,Delivery,<A-0037@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,seth.lane@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:41:22Z,Delivery,<A-0025@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,liam.doyle@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:41:54Z,Delivery,<A-0006@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,chloe.price@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:42:50Z,Delivery,<B-0059@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,tara.kemp@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:45:58Z,Delivery,<B-0043@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,amelia.frost@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:46:08Z,Delivery,<B-0054@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,mira.shah@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:47:12Z,Click,<A-0015@mail.cloudora-hr-portal.example>,PayrollPhish-A,,,,freya.lynn@cloudora.io,,,,,,,https://cloudora-hr-portal.example/payroll/login,198.51.100.20,Yes
2026-08-25T08:47:18Z,Delivery,<A-0013@mail.cloudora-hr-portal.example>,PayrollPhish-A,Cloudora HR,payroll@cloudora.io,bounce@mail.cloudora-hr-portal.example,felix.hart@cloudora.io,Payroll update: action required before 5pm,198.18.44.23,fail,fail,fail,Delivered,,,
2026-08-25T08:47:47Z,Delivery,<B-0049@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,gwen.muir@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:48:08Z,Delivery,<B-0048@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,freya.lynn@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:48:47Z,Delivery,<B-0051@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,isla.grant@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:49:04Z,Delivery,<B-0042@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,alba.vega@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:52:13Z,Delivery,<B-0045@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,cole.burke@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:52:25Z,Delivery,<B-0041@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,adam.clark@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:57:23Z,Delivery,<B-0053@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,jude.ross@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:59:38Z,Delivery,<B-0060@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,zara.aziz@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T08:59:57Z,Delivery,<B-0052@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,joel.kerr@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T09:01:09Z,Delivery,<B-0047@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,dean.page@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T09:03:25Z,Delivery,<B-0046@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,daniel.reeve@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T09:04:31Z,Delivery,<B-0055@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,noah.bishop@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T09:05:44Z,Click,<B-0061@mail.cloudora-hr-portal.example>,PayrollPhish-B,,,,ryan.boyd@cloudora.io,,,,,,,https://login.cloudora-hr-portal.example/verify,203.0.113.10,Yes
2026-08-25T09:07:34Z,Delivery,<B-0050@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,hugo.marsh@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T09:08:56Z,Delivery,<B-0044@mail.cloudora-hr-portal.example>,PayrollPhish-B,Cloudora Payroll Services,payroll@cloudora-hr-portal.example,payroll@cloudora-hr-portal.example,chloe.price@cloudora.io,Action required: confirm your August payroll details,198.18.51.7,pass,pass,pass,Delivered,,,
2026-08-25T09:58:50Z,Click,<B-0050@mail.cloudora-hr-portal.example>,PayrollPhish-B,,,,hugo.marsh@cloudora.io,,,,,,,https://login.cloudora-hr-portal.example/verify,198.51.100.20,No
2026-08-25T10:12:37Z,Click,<A-0006@mail.cloudora-hr-portal.example>,PayrollPhish-A,,,,chloe.price@cloudora.io,,,,,,,https://cloudora-hr-portal.example/payroll/login,203.0.113.17,No
2026-08-25T11:47:19Z,Click,<A-0010@mail.cloudora-hr-portal.example>,PayrollPhish-A,,,,dina.said@cloudora.io,,,,,,,https://cloudora-hr-portal.example/payroll/login,203.0.113.12,No
